stage_id,candidate_id,req_id,stage_name,stage_sequence,stage_date,outcome,interviewer_id,feedback_score
STG001460,CAN00495,REQ1040,Recruiter Screening,1,2025-02-10,Cleared,\N,3
STG001461,CAN00495,REQ1040,Profile Submission,2,2025-02-13,Rejected – Compensation Mismatch,REC009,1
STG001462,CAN00496,REQ1001,Recruiter Screening,1,2025-01-27,Cleared,\N,3
STG001463,CAN00496,REQ1001,Profile Submission,2,2025-02-11,Cleared,REC004,3
STG001464,CAN00496,REQ1001,Technical Round 1,3,2025-02-24,Cleared,REC012,4
STG001465,CAN00496,REQ1001,Technical Round 2,4,2025-03-14,Cleared,REC001,\N
STG001466,CAN00496,REQ1001,Hiring Manager Round,5,2025-03-27,Rejected – Culture Fit,REC008,1
STG001467,CAN00497,REQ1055,Recruiter Screening,1,2024-04-15,Cleared,\N,5
STG001468,CAN00497,REQ1055,Profile Submission,2,2024-04-18,Cleared,REC008,3
STG001469,CAN00497,REQ1055,Technical Round 1,3,2024-04-26,Rejected – Skills,REC008,1
STG001470,CAN00498,REQ1025,Recruiter Screening,1,2025-02-05,Cleared,\N,3
STG001471,CAN00498,REQ1025,Profile Submission,2,2025-02-10,Rejected – Compensation Mismatch,REC008,3
STG001472,CAN00499,REQ1025,Recruiter Screening,1,2025-01-03,Cleared,\N,5
STG001473,CAN00499,REQ1025,Profile Submission,2,2025-01-07,Cleared,REC011,4
STG001474,CAN00499,REQ1025,Technical Round 1,3,2025-01-13,Candidate Withdrew,REC001,\N
STG001475,CAN00500,REQ1008,Recruiter Screening,1,2024-08-21,Rejected – Skills,\N,1
STG001476,CAN00501,REQ1052,Recruiter Screening,1,2024-11-18,Cleared,\N,4
STG001477,CAN00501,REQ1052,Profile Submission,2,2024-11-19,Rejected – Skills,REC013,2
STG001478,CAN00502,REQ1040,Recruiter Screening,1,2025-02-11,Cleared,\N,5
STG001479,CAN00502,REQ1040,Profile Submission,2,2025-02-17,Candidate Ghosted,REC015,\N
STG001480,CAN00503,REQ1051,Recruiter Screening,1,2024-05-31,Cleared,\N,\N
STG001481,CAN00504,REQ1048,Recruiter Screening,1,2024-04-26,Cleared,\N,3
STG001482,CAN00504,REQ1048,HR Intro Round,2,2024-05-03,Cleared,REC013,4
STG001483,CAN00504,REQ1048,Technical Round 1,3,2024-05-13,Rejected – Skills,REC005,1
STG001484,CAN00505,REQ1046,Recruiter Screening,1,2025-01-13,Cleared,\N,5
STG001485,CAN00505,REQ1046,Profile Submission,2,2025-01-20,Cleared,REC005,3
STG001486,CAN00505,REQ1046,Technical Round 1,3,2025-01-27,Cleared,REC003,4
STG001487,CAN00505,REQ1046,Technical Round 2,4,2025-02-03,Rejected – Culture Fit,REC003,2
STG001488,CAN00506,REQ1036,Recruiter Screening,1,2024-09-18,Cleared,\N,4
STG001489,CAN00506,REQ1036,Profile Submission,2,2024-09-25,Cleared,REC001,3
STG001490,CAN00506,REQ1036,Technical Round 1,3,2024-09-26,On Hold – Panel Unavailable,REC005,\N
STG001491,CAN00507,REQ1038,Recruiter Screening,1,2025-03-10,Cleared,\N,3
STG001492,CAN00507,REQ1038,Profile Submission,2,2025-03-14,Cleared,REC007,5
STG001493,CAN00507,REQ1038,Technical Round 1,3,2025-03-17,Cleared,REC001,3
STG001494,CAN00507,REQ1038,Technical Round 2,4,2025-03-24,Cleared,REC015,4
STG001495,CAN00507,REQ1038,Technical Round 3,5,2025-04-01,Cleared,REC010,4
STG001496,CAN00507,REQ1038,System Design Round,6,2025-04-04,Cleared,REC015,3
STG001497,CAN00507,REQ1038,Panel Round,7,2025-04-11,Cleared,REC009,4
STG001498,CAN00507,REQ1038,Founder/CXO Round,8,2025-04-21,Rejected – Culture Fit,REC012,3
STG001499,CAN00508,REQ1055,Recruiter Screening,1,2024-04-09,Cleared,\N,3
STG001500,CAN00508,REQ1055,Profile Submission,2,2024-04-16,Cleared,REC012,5
STG001501,CAN00508,REQ1055,Technical Round 1,3,2024-04-22,Cleared,REC013,5
STG001502,CAN00508,REQ1055,Technical Round 2,4,2024-04-25,Cleared,REC008,5
STG001503,CAN00508,REQ1055,System Design Round,5,2024-04-30,Cleared,REC015,4
STG001504,CAN00508,REQ1055,Panel Round,6,2024-05-06,Cleared,REC004,4
STG001505,CAN00508,REQ1055,Offer Stage,7,2024-05-13,Cleared,REC004,5
STG001506,CAN00509,REQ1008,Recruiter Screening,1,2025-06-11,Cleared,\N,5
STG001507,CAN00509,REQ1008,HR Intro Round,2,2025-06-18,Cleared,REC006,4
STG001508,CAN00509,REQ1008,Technical Round 1,3,2025-06-23,Cleared,REC003,5
STG001509,CAN00509,REQ1008,Hiring Manager Round,4,2025-06-30,Cleared,REC015,3
STG001510,CAN00510,REQ1011,Recruiter Screening,1,2024-02-05,Req Cancelled Mid-Process,\N,\N
STG001511,CAN00511,REQ1046,Recruiter Screening,1,2025-02-03,Rejected – Skills,\N,2
STG001512,CAN00512,REQ1005,Recruiter Screening,1,2025-02-14,Cleared,\N,5
STG001513,CAN00512,REQ1005,Profile Submission,2,2025-02-24,Cleared,REC015,4
STG001514,CAN00512,REQ1005,Technical Round 1,3,2025-02-25,Cleared,REC005,4
STG001515,CAN00512,REQ1005,Technical Round 2,4,2025-02-26,Rejected – Skills,REC013,3
STG001516,CAN00513,REQ1046,Recruiter Screening,1,2024-12-30,Cleared,\N,5
STG001517,CAN00513,REQ1046,Profile Submission,2,2025-01-06,Candidate Withdrew,REC002,\N
STG001518,CAN00514,REQ1028,Recruiter Screening,1,2025-03-17,Rejected – Skills,\N,2
STG001519,CAN00515,REQ1039,Recruiter Screening,1,2025-01-02,Cleared,\N,4
STG001520,CAN00515,REQ1039,Profile Submission,2,2025-01-06,Cleared,REC005,4
STG001521,CAN00515,REQ1039,Technical Round 1,3,2025-01-13,Cleared,REC015,4
STG001522,CAN00515,REQ1039,Technical Round 2,4,2025-01-20,On Hold – Panel Unavailable,REC013,\N
STG001523,CAN00516,REQ1028,Recruiter Screening,1,2025-02-24,Cleared,\N,5
STG001524,CAN00516,REQ1028,Profile Submission,2,2025-03-03,Rejected – Skills,REC006,1
STG001525,CAN00517,REQ1019,Recruiter Screening,1,2024-06-10,Req Cancelled Mid-Process,\N,\N
STG001526,CAN00518,REQ1034,Recruiter Screening,1,2024-10-22,Cleared,\N,4
STG001527,CAN00518,REQ1034,Profile Submission,2,2024-10-23,Cleared,REC012,3
STG001528,CAN00518,REQ1034,Technical Round 1,3,2024-10-28,Rejected – Skills,REC006,3
STG001529,CAN00519,REQ1049,Recruiter Screening,1,2025-05-05,Rejected – Skills,\N,2
STG001530,CAN00520,REQ1017,Recruiter Screening,1,2024-11-15,Cleared,\N,3
STG001531,CAN00520,REQ1017,Profile Submission,2,2024-11-25,Cleared,REC014,4
STG001532,CAN00521,REQ1039,Recruiter Screening,1,2025-01-01,Cleared,\N,4
STG001533,CAN00521,REQ1039,Profile Submission,2,2025-01-08,Cleared,REC007,3
STG001534,CAN00521,REQ1039,Technical Round 1,3,2025-01-16,Cleared,REC004,5
STG001535,CAN00521,REQ1039,Technical Round 2,4,2025-01-24,Cleared,REC015,3
STG001536,CAN00521,REQ1039,System Design Round,5,2025-01-27,Rejected – Culture Fit,REC008,3
STG001537,CAN00522,REQ1003,Recruiter Screening,1,2024-08-12,Cleared,\N,3
STG001538,CAN00522,REQ1003,HR Intro Round,2,2024-08-13,Cleared,REC011,4
STG001539,CAN00522,REQ1003,Technical Round 1,3,2024-08-14,Cleared,REC013,3
STG001540,CAN00522,REQ1003,Hiring Manager Round,4,2024-08-15,Rejected – Skills,REC007,3
STG001541,CAN00523,REQ1021,Recruiter Screening,1,2024-11-11,Cleared,\N,4
STG001542,CAN00523,REQ1021,Profile Submission,2,2024-11-18,Cleared,REC005,3
STG001543,CAN00523,REQ1021,Technical Round 1,3,2024-11-25,Rejected – Skills,REC005,1
STG001544,CAN00524,REQ1058,Recruiter Screening,1,2025-02-21,Cleared,\N,5
STG001545,CAN00524,REQ1058,HR Intro Round,2,2025-02-26,Cleared,REC001,5
STG001546,CAN00524,REQ1058,Technical Round 1,3,2025-03-04,Cleared,REC013,4
STG001547,CAN00524,REQ1058,Hiring Manager Round,4,2025-03-11,Cleared,REC006,3
STG001548,CAN00524,REQ1058,Offer Stage,5,2025-03-18,Cleared,REC007,5
STG001549,CAN00525,REQ1055,Recruiter Screening,1,2024-03-27,Cleared,\N,4
STG001550,CAN00525,REQ1055,Profile Submission,2,2024-04-01,Cleared,REC004,5
STG001551,CAN00525,REQ1055,Technical Round 1,3,2024-04-04,Cleared,REC011,4
STG001552,CAN00525,REQ1055,Technical Round 2,4,2024-04-10,Cleared,REC014,4
STG001553,CAN00525,REQ1055,System Design Round,5,2024-04-15,Cleared,REC013,5
STG001554,CAN00525,REQ1055,Panel Round,6,2024-04-23,Cleared,REC010,5
STG001555,CAN00525,REQ1055,Offer Stage,7,2024-04-29,Cleared,REC004,4
STG001556,CAN00526,REQ1008,Recruiter Screening,1,2025-03-26,Cleared,\N,4
STG001557,CAN00526,REQ1008,HR Intro Round,2,2025-04-02,Cleared,REC009,5
STG001558,CAN00526,REQ1008,Technical Round 1,3,2025-04-09,Cleared,REC012,4
STG001559,CAN00526,REQ1008,Hiring Manager Round,4,2025-04-15,Candidate Withdrew,REC013,\N
STG001560,CAN00527,REQ1056,Recruiter Screening,1,2025-04-08,Cleared,\N,4
STG001561,CAN00527,REQ1056,Profile Submission,2,2025-04-14,Cleared,REC002,3
STG001562,CAN00527,REQ1056,Technical Round 1,3,2025-04-21,Cleared,REC010,4
STG001563,CAN00527,REQ1056,Technical Round 2,4,2025-04-25,Cleared,REC009,4
STG001564,CAN00527,REQ1056,System Design Round,5,2025-05-05,Rejected – Compensation Mismatch,REC013,1
STG001565,CAN00528,REQ1051,Recruiter Screening,1,2024-05-27,Cleared,\N,5
STG001566,CAN00528,REQ1051,Profile Submission,2,2024-05-31,Rejected – Skills,REC011,2
STG001567,CAN00529,REQ1032,Recruiter Screening,1,2025-04-21,Cleared,\N,3
STG001568,CAN00529,REQ1032,Profile Submission,2,2025-04-25,Cleared,REC008,3
STG001569,CAN00529,REQ1032,Technical Round 1,3,2025-04-28,Cleared,REC011,3
STG001570,CAN00529,REQ1032,Technical Round 2,4,2025-05-05,Cleared,REC007,5
STG001571,CAN00529,REQ1032,System Design Round,5,2025-05-12,Cleared,REC012,4
STG001572,CAN00529,REQ1032,Panel Round,6,2025-05-20,Cleared,REC010,4
STG001573,CAN00529,REQ1032,Offer Stage,7,2025-05-28,Cleared,REC004,5
STG001574,CAN00530,REQ1028,Recruiter Screening,1,2025-06-26,Cleared,\N,3
STG001575,CAN00530,REQ1028,Profile Submission,2,2025-06-27,Cleared,REC012,4
STG001576,CAN00530,REQ1028,Technical Round 1,3,2025-06-30,Cleared,REC006,4
STG001577,CAN00531,REQ1035,Recruiter Screening,1,2024-07-10,Cleared,\N,4
STG001578,CAN00531,REQ1035,Profile Submission,2,2024-07-15,Rejected – Skills,REC012,3
STG001579,CAN00532,REQ1030,Recruiter Screening,1,2025-03-14,Cleared,\N,3
STG001580,CAN00532,REQ1030,Profile Submission,2,2025-03-17,Rejected – Skills,REC010,2
STG001581,CAN00533,REQ1010,Recruiter Screening,1,2024-12-19,Cleared,\N,5
STG001582,CAN00533,REQ1010,Profile Submission,2,2024-12-26,Cleared,REC001,3
STG001583,CAN00533,REQ1010,Technical Round 1,3,2024-12-30,On Hold – Panel Unavailable,REC002,\N
STG001584,CAN00534,REQ1050,Recruiter Screening,1,2024-05-20,Cleared,\N,5
STG001585,CAN00534,REQ1050,HR Intro Round,2,2024-05-27,Cleared,REC004,3
STG001586,CAN00534,REQ1050,Technical Round 1,3,2024-06-03,Cleared,REC008,5
STG001587,CAN00534,REQ1050,Hiring Manager Round,4,2024-06-10,Cleared,REC002,5
STG001588,CAN00534,REQ1050,Offer Stage,5,2024-06-17,Rejected – Culture Fit,REC014,3
STG001589,CAN00535,REQ1055,Recruiter Screening,1,2024-05-08,Cleared,\N,4
STG001590,CAN00535,REQ1055,Profile Submission,2,2024-05-09,Cleared,REC014,4
STG001591,CAN00535,REQ1055,Technical Round 1,3,2024-05-15,Rejected – Skills,REC004,2
STG001592,CAN00536,REQ1009,Recruiter Screening,1,2024-10-28,Cleared,\N,4
STG001593,CAN00536,REQ1009,Profile Submission,2,2024-11-04,Cleared,REC009,4
STG001594,CAN00536,REQ1009,Technical Round 1,3,2024-11-07,Cleared,REC011,4
STG001595,CAN00536,REQ1009,Technical Round 2,4,2024-11-13,Cleared,REC012,\N
STG001596,CAN00536,REQ1009,System Design Round,5,2024-11-18,Cleared,REC014,5
STG001597,CAN00536,REQ1009,Panel Round,6,2024-11-21,Rejected – Compensation Mismatch,REC011,3
STG001598,CAN00537,REQ1037,Recruiter Screening,1,2024-08-30,Cleared,\N,3
STG001599,CAN00537,REQ1037,Profile Submission,2,2024-09-11,Rejected – Culture Fit,REC014,2
STG001600,CAN00538,REQ1024,Recruiter Screening,1,2024-06-12,Cleared,\N,3
STG001601,CAN00538,REQ1024,Profile Submission,2,2024-06-17,Rejected – Culture Fit,REC003,3
STG001602,CAN00539,REQ1003,Recruiter Screening,1,2024-06-28,Cleared,\N,3
STG001603,CAN00539,REQ1003,HR Intro Round,2,2024-07-15,Cleared,REC009,5
STG001604,CAN00539,REQ1003,Technical Round 1,3,2024-07-31,Cleared,REC005,3
STG001605,CAN00539,REQ1003,Hiring Manager Round,4,2024-08-14,Cleared,REC010,4
STG001606,CAN00539,REQ1003,Offer Stage,5,2024-08-15,Cleared,REC015,3
STG001607,CAN00540,REQ1003,Recruiter Screening,1,2024-06-24,Cleared,\N,4
STG001608,CAN00540,REQ1003,HR Intro Round,2,2024-07-04,Cleared,REC003,4
STG001609,CAN00540,REQ1003,Technical Round 1,3,2024-07-19,Cleared,REC015,4
STG001610,CAN00540,REQ1003,Hiring Manager Round,4,2024-08-01,Cleared,REC008,5
STG001611,CAN00540,REQ1003,Offer Stage,5,2024-08-15,Cleared,REC006,4
STG001612,CAN00541,REQ1011,Recruiter Screening,1,2024-03-04,Cleared,\N,4
STG001613,CAN00541,REQ1011,Profile Submission,2,2024-03-07,Cleared,REC001,4
STG001614,CAN00541,REQ1011,Technical Round 1,3,2024-03-11,Cleared,REC010,4
STG001615,CAN00542,REQ1009,Recruiter Screening,1,2025-01-27,Cleared,\N,3
STG001616,CAN00542,REQ1009,Profile Submission,2,2025-01-31,Cleared,REC015,5
STG001617,CAN00542,REQ1009,Technical Round 1,3,2025-02-03,Cleared,REC008,3
STG001618,CAN00542,REQ1009,Technical Round 2,4,2025-02-10,Cleared,REC008,5
STG001619,CAN00542,REQ1009,System Design Round,5,2025-02-17,Rejected – Skills,REC008,2
STG001620,CAN00543,REQ1031,Recruiter Screening,1,2024-09-23,Rejected – Skills,\N,3
STG001621,CAN00544,REQ1046,Recruiter Screening,1,2025-01-27,Cleared,\N,4
STG001622,CAN00544,REQ1046,Profile Submission,2,2025-02-03,Candidate Ghosted,REC009,\N
STG001623,CAN00545,REQ1035,Recruiter Screening,1,2024-07-29,Cleared,\N,4
STG001624,CAN00545,REQ1035,Profile Submission,2,2024-07-30,Cleared,REC003,5
STG001625,CAN00545,REQ1035,Technical Round 1,3,2024-07-31,Rejected – Compensation Mismatch,REC003,1
STG001626,CAN00546,REQ1005,Recruiter Screening,1,2025-01-21,Cleared,\N,3
STG001627,CAN00546,REQ1005,Profile Submission,2,2025-02-07,Cleared,REC015,3
STG001628,CAN00546,REQ1005,Technical Round 1,3,2025-02-24,Rejected – Skills,REC004,3
STG001629,CAN00547,REQ1017,Recruiter Screening,1,2024-11-05,Rejected – Skills,\N,3
STG001630,CAN00548,REQ1025,Recruiter Screening,1,2025-03-07,Rejected – Skills,\N,1
STG001631,CAN00549,REQ1002,Recruiter Screening,1,2024-12-05,Rejected – Skills,\N,1
STG001632,CAN00550,REQ1036,Recruiter Screening,1,2024-08-21,Cleared,\N,4
STG001633,CAN00550,REQ1036,Profile Submission,2,2024-08-27,Cleared,REC007,4
STG001634,CAN00550,REQ1036,Technical Round 1,3,2024-09-02,Cleared,REC008,3
STG001635,CAN00550,REQ1036,Technical Round 2,4,2024-09-05,Cleared,REC014,5
STG001636,CAN00550,REQ1036,System Design Round,5,2024-09-11,Rejected – Culture Fit,REC003,2
STG001637,CAN00551,REQ1054,Recruiter Screening,1,2025-05-12,Cleared,\N,5
STG001638,CAN00551,REQ1054,Profile Submission,2,2025-05-15,Cleared,REC009,4
STG001639,CAN00551,REQ1054,Technical Round 1,3,2025-05-20,Rejected – Skills,REC006,3
STG001640,CAN00552,REQ1009,Recruiter Screening,1,2025-05-19,Cleared,\N,5
STG001641,CAN00552,REQ1009,Profile Submission,2,2025-05-26,Cleared,REC014,5
STG001642,CAN00552,REQ1009,Technical Round 1,3,2025-06-02,Cleared,REC002,3
STG001643,CAN00552,REQ1009,Technical Round 2,4,2025-06-09,Cleared,REC011,5
STG001644,CAN00552,REQ1009,System Design Round,5,2025-06-16,Cleared,REC013,4
STG001645,CAN00552,REQ1009,Panel Round,6,2025-06-19,Cleared,REC007,4
STG001646,CAN00552,REQ1009,Offer Stage,7,2025-06-23,Cleared,REC010,3
STG001647,CAN00553,REQ1028,Recruiter Screening,1,2025-06-10,Cleared,\N,5
STG001648,CAN00553,REQ1028,Profile Submission,2,2025-06-17,Cleared,REC006,4
STG001649,CAN00553,REQ1028,Technical Round 1,3,2025-06-20,Cleared,REC013,5
STG001650,CAN00553,REQ1028,Technical Round 2,4,2025-06-23,Cleared,REC002,\N
STG001651,CAN00553,REQ1028,System Design Round,5,2025-06-30,Interview No-Show,REC012,\N
STG001652,CAN00554,REQ1056,Recruiter Screening,1,2025-03-24,Cleared,\N,4
STG001653,CAN00554,REQ1056,Profile Submission,2,2025-03-31,Cleared,REC012,3
STG001654,CAN00554,REQ1056,Technical Round 1,3,2025-04-03,Cleared,REC005,4
STG001655,CAN00554,REQ1056,Technical Round 2,4,2025-04-11,Rejected – Skills,REC011,3
STG001656,CAN00555,REQ1020,Recruiter Screening,1,2024-06-17,Cleared,\N,4
STG001657,CAN00555,REQ1020,HR Intro Round,2,2024-06-24,Rejected – Skills,REC004,1
STG001658,CAN00556,REQ1028,Recruiter Screening,1,2025-01-06,Cleared,\N,4
STG001659,CAN00556,REQ1028,Profile Submission,2,2025-01-14,Cleared,REC015,4
STG001660,CAN00556,REQ1028,Technical Round 1,3,2025-01-21,Cleared,REC014,4
STG001661,CAN00556,REQ1028,Technical Round 2,4,2025-01-27,Cleared,REC004,4
STG001662,CAN00556,REQ1028,System Design Round,5,2025-02-03,Rejected – Skills,REC007,2
STG001663,CAN00557,REQ1035,Recruiter Screening,1,2024-07-11,Cleared,\N,\N
STG001664,CAN00557,REQ1035,Profile Submission,2,2024-07-16,Cleared,REC011,4
STG001665,CAN00557,REQ1035,Technical Round 1,3,2024-07-22,Cleared,REC010,3
STG001666,CAN00557,REQ1035,Technical Round 2,4,2024-07-29,Cleared,REC013,3
STG001667,CAN00557,REQ1035,System Design Round,5,2024-07-30,Cleared,REC007,3
STG001668,CAN00557,REQ1035,Panel Round,6,2024-07-31,Cleared,REC002,3
STG001669,CAN00558,REQ1010,Recruiter Screening,1,2025-02-04,Rejected – Skills,\N,2
STG001670,CAN00559,REQ1040,Recruiter Screening,1,2025-05-22,Rejected – Skills,\N,2
STG001671,CAN00560,REQ1021,Recruiter Screening,1,2024-12-30,Rejected – Skills,\N,2
STG001672,CAN00561,REQ1060,Recruiter Screening,1,2025-02-25,Rejected – Skills,\N,3
STG001673,CAN00562,REQ1030,Recruiter Screening,1,2025-03-05,Cleared,\N,5
STG001674,CAN00562,REQ1030,Profile Submission,2,2025-03-10,Cleared,REC002,5
STG001675,CAN00562,REQ1030,Technical Round 1,3,2025-03-17,Cleared,REC007,5
STG001676,CAN00562,REQ1030,Technical Round 2,4,2025-03-24,Cleared,REC008,3
STG001677,CAN00562,REQ1030,System Design Round,5,2025-03-25,Rejected – Skills,REC015,2
STG001678,CAN00563,REQ1044,Recruiter Screening,1,2025-02-03,Cleared,\N,4
STG001679,CAN00563,REQ1044,Profile Submission,2,2025-02-07,Rejected – Compensation Mismatch,REC011,3
STG001680,CAN00564,REQ1043,Recruiter Screening,1,2024-04-09,Rejected – Skills,\N,1
STG001681,CAN00565,REQ1030,Recruiter Screening,1,2025-03-25,Cleared,\N,5
STG001682,CAN00566,REQ1017,Recruiter Screening,1,2024-11-07,Cleared,\N,5
STG001683,CAN00566,REQ1017,Profile Submission,2,2024-11-15,Cleared,REC002,3
STG001684,CAN00566,REQ1017,Technical Round 1,3,2024-11-19,Rejected – Culture Fit,REC013,3
STG001685,CAN00567,REQ1011,Recruiter Screening,1,2024-02-16,Req Cancelled Mid-Process,\N,\N
STG001686,CAN00568,REQ1006,Recruiter Screening,1,2024-05-21,Cleared,\N,4
STG001687,CAN00568,REQ1006,Profile Submission,2,2024-05-22,Rejected – Skills,REC001,3
STG001688,CAN00569,REQ1036,Recruiter Screening,1,2024-08-20,Cleared,\N,3
STG001689,CAN00569,REQ1036,Profile Submission,2,2024-08-27,Cleared,REC011,4
STG001690,CAN00569,REQ1036,Technical Round 1,3,2024-09-02,Cleared,REC003,3
STG001691,CAN00569,REQ1036,Technical Round 2,4,2024-09-09,Cleared,REC004,5
STG001692,CAN00569,REQ1036,System Design Round,5,2024-09-12,Rejected – Compensation Mismatch,REC010,1
STG001693,CAN00570,REQ1009,Recruiter Screening,1,2024-08-26,Rejected – Skills,\N,3
STG001694,CAN00571,REQ1051,Recruiter Screening,1,2024-05-28,Req Cancelled Mid-Process,\N,\N
STG001695,CAN00572,REQ1046,Recruiter Screening,1,2024-12-09,Cleared,\N,5
STG001696,CAN00572,REQ1046,Profile Submission,2,2024-12-12,Cleared,REC010,4
STG001697,CAN00572,REQ1046,Technical Round 1,3,2024-12-20,Rejected – Compensation Mismatch,REC015,3
STG001698,CAN00573,REQ1037,Recruiter Screening,1,2024-09-03,Cleared,\N,5
STG001699,CAN00573,REQ1037,Profile Submission,2,2024-09-04,Rejected – Compensation Mismatch,REC008,1
STG001700,CAN00574,REQ1020,Recruiter Screening,1,2024-06-07,Cleared,\N,5
STG001701,CAN00574,REQ1020,HR Intro Round,2,2024-06-12,Cleared,REC012,3
STG001702,CAN00574,REQ1020,Technical Round 1,3,2024-06-17,Candidate Ghosted,REC003,\N
STG001703,CAN00575,REQ1013,Recruiter Screening,1,2024-09-26,Cleared,\N,4
STG001704,CAN00575,REQ1013,Profile Submission,2,2024-10-04,Cleared,REC002,4
STG001705,CAN00575,REQ1013,Technical Round 1,3,2024-10-10,Cleared,REC010,3
STG001706,CAN00575,REQ1013,Technical Round 2,4,2024-10-16,Cleared,REC014,4
STG001707,CAN00575,REQ1013,Technical Round 3,5,2024-10-21,Rejected – Skills,REC004,3
STG001708,CAN00576,REQ1057,Recruiter Screening,1,2024-11-22,Cleared,\N,4
STG001709,CAN00576,REQ1057,Profile Submission,2,2024-12-02,Cleared,REC006,3
STG001710,CAN00576,REQ1057,Technical Round 1,3,2024-12-09,Cleared,REC008,5
STG001711,CAN00576,REQ1057,Technical Round 2,4,2024-12-12,Candidate Ghosted,REC003,\N
STG001712,CAN00577,REQ1038,Recruiter Screening,1,2024-09-13,Cleared,\N,4
STG001713,CAN00577,REQ1038,Profile Submission,2,2024-09-16,Rejected – Compensation Mismatch,REC011,3
STG001714,CAN00578,REQ1048,Recruiter Screening,1,2024-05-08,Cleared,\N,5
STG001715,CAN00578,REQ1048,HR Intro Round,2,2024-05-13,Cleared,REC004,3
STG001716,CAN00578,REQ1048,Technical Round 1,3,2024-05-20,Rejected – Skills,REC011,3
STG001717,CAN00579,REQ1028,Recruiter Screening,1,2025-03-25,Cleared,\N,4
STG001718,CAN00579,REQ1028,Profile Submission,2,2025-03-31,Cleared,REC006,5
STG001719,CAN00579,REQ1028,Technical Round 1,3,2025-04-08,Cleared,REC007,5
STG001720,CAN00579,REQ1028,Technical Round 2,4,2025-04-14,Cleared,REC007,3
STG001721,CAN00579,REQ1028,System Design Round,5,2025-04-21,Rejected – Skills,REC013,2
STG001722,CAN00580,REQ1041,Recruiter Screening,1,2024-07-15,Cleared,\N,4
STG001723,CAN00580,REQ1041,HR Intro Round,2,2024-07-22,Cleared,REC010,3
STG001724,CAN00580,REQ1041,Technical Round 1,3,2024-07-29,Cleared,REC004,3
STG001725,CAN00580,REQ1041,Hiring Manager Round,4,2024-08-02,Cleared,REC010,5
STG001726,CAN00580,REQ1041,Offer Stage,5,2024-08-08,Candidate Withdrew,REC001,\N
